sku,barcode,productName,category,brand,unitSize,baseUnitPriceLKR,typicalShelfLifeDays,supplier,caseSize,maxShelfCapacityUnits,widthCm,heightCm,depthCm,unitCostLKR,minFacings,maxFacings
LK-BEV-9IK01,4795469137362,Kist Mixed Fruit Nectar 1L,Beverages,Kist,1L,424.72,371,Kist Products (Private) Limited,20,60,6.3,27.2,9.9,313.97,3,7
LK-BEV-BG34I,4797053457863,Kist Mango Nectar 200ml,Beverages,Kist,200ml,153.1,195,Kist Products (Private) Limited,17,85,16.9,12.8,17.8,120.97,3,7
LK-BEV-MF60Y,4794060293330,Kist Woodapple Nectar 1L,Beverages,Kist,1L,411.23,389,Kist Products (Private) Limited,12,24,14.5,11.6,5.9,320.13,1,4
LK-BEV-J2K8X,4796657437486,MD Cordial Mixed Fruit 400ml,Beverages,MD,400ml,246.04,232,MD Holdings (Private) Limited,20,80,16.2,24.0,7.8,189.02,3,3
LK-BEV-RMJLJ,4794328309650,MD Cordial Mango 750ml,Beverages,MD,750ml,293.65,515,MD Holdings (Private) Limited,16,64,23.1,18.9,15.5,217.98,3,8
LK-BEV-93MZY,4797584282415,MD Cordial Passion Fruit 400ml,Beverages,MD,400ml,204.57,466,MD Holdings (Private) Limited,22,88,18.1,14.0,6.8,151.52,2,6
LK-BEV-2LJK4,4797099917383,Milo Malt Drink 400g,Beverages,Milo,400g,763.6,451,Nestle Lanka PLC,18,36,22.4,12.1,19.9,569.3,2,6
LK-BEV-969F5,4792175250071,Nestomalt Malt Drink 400g,Beverages,Nestomalt,400g,853.77,266,Nestle Lanka PLC,24,72,14.8,28.6,4.5,631.03,3,6
LK-BEV-WO8NB,4793505830031,Horlicks Malted Food Drink 400g,Beverages,Horlicks,400g,826.05,339,Unilever Sri Lanka Limited,13,65,15.1,16.3,4.1,602.89,1,5
LK-DAI-8QSSP,4792575326031,Anchor Milk Powder Full Cream 400g,Dairy (Shelf-Stable),Anchor,400g,808.79,144,Fonterra Brands Lanka,13,39,7.5,27.2,16.5,663.94,2,8
LK-DAI-JTB9X,4790016761847,Anchor Milk Powder Shape Up 1kg,Dairy (Shelf-Stable),Anchor,1kg,2136.08,267,Fonterra Brands Lanka,12,48,13.4,10.7,11.8,1860.12,3,7
LK-DAI-ZP6SW,4794117393488,Anchor Milk UHT 1L,Dairy (Shelf-Stable),Anchor,1L,659.42,194,Fonterra Brands Lanka,22,44,16.0,32.6,14.7,566.13,2,5
LK-DAI-IADDU,4797218114372,Anchor Butter Salted 227g,Dairy (Shelf-Stable),Anchor,227g,531.5,208,Fonterra Brands Lanka,18,54,22.5,31.0,9.1,458.27,3,5
LK-DAI-PE46A,4792255794150,Anchor Butter Unsalted 227g,Dairy (Shelf-Stable),Anchor,227g,500.6,192,Fonterra Brands Lanka,41,164,21.7,26.6,11.1,435.03,2,8
LK-DAI-5GE09,4792169797292,Anchor Cheese Slices 200g,Dairy (Shelf-Stable),Anchor,200g,758.62,97,Fonterra Brands Lanka,20,100,23.4,11.0,10.0,651.26,1,3
LK-DAI-JLZY1,4799935889168,Kotmale Fresh Milk Full Cream 200ml,Dairy (Shelf-Stable),Kotmale,200ml,151.52,178,Kotmale Holdings PLC,36,108,21.8,23.1,19.8,131.08,1,3
LK-DAI-XF445,4791753540832,Kotmale Fresh Milk Low Fat 1L,Dairy (Shelf-Stable),Kotmale,1L,541.98,150,Kotmale Holdings PLC,41,205,21.0,20.1,17.6,464.63,2,5
LK-DAI-ERXDO,4798801994883,Kotmale Fresh Milk Non Fat 1L,Dairy (Shelf-Stable),Kotmale,1L,446.49,177,Kotmale Holdings PLC,15,45,21.9,17.0,16.0,374.92,3,6
LK-DAI-ZNQDX,4790554885104,Kotmale Milk Chocolate 1L,Dairy (Shelf-Stable),Kotmale,1L,638.23,194,Kotmale Holdings PLC,28,84,8.8,33.1,9.7,542.79,2,4
LK-DAI-ZDO74,4799177982702,Kotmale Milk Vanilla 180ml,Dairy (Shelf-Stable),Kotmale,180ml,130.19,200,Kotmale Holdings PLC,42,126,18.8,12.7,16.9,114.18,1,6
LK-DAI-XVL5P,4799346547220,Kotmale Milk Faluda 1L,Dairy (Shelf-Stable),Kotmale,1L,503.71,221,Kotmale Holdings PLC,47,188,19.2,33.3,13.8,422.11,1,4
LK-DAI-WKMY9,4792885158797,Ambewela Milk Plain 200ml,Dairy (Shelf-Stable),Ambewela,200ml,144.43,196,Ambewela Products (Private) Limited,46,184,22.5,19.4,3.2,121.32,1,3
LK-DAI-NBCJ2,4794420438050,Ambewela Milk Chocolate 1L,Dairy (Shelf-Stable),Ambewela,1L,615.21,262,Ambewela Products (Private) Limited,47,141,19.8,23.2,7.0,537.61,3,5
LK-DAI-YBNO2,4795800439735,Ambewela Milk Vanilla 1L,Dairy (Shelf-Stable),Ambewela,1L,642.29,255,Ambewela Products (Private) Limited,46,138,20.5,34.0,8.0,538.05,1,8
LK-DAI-C80EB,4794842294050,Ambewela Milk Non Fat 1L,Dairy (Shelf-Stable),Ambewela,1L,518.59,100,Ambewela Products (Private) Limited,32,64,20.5,24.9,17.3,427.2,2,6
LK-DAI-2TCZS,4792818268869,Richlife Milk Full Cream UHT 180ml,Dairy (Shelf-Stable),Richlife,180ml,96.08,144,Richlife Dairies (Private) Limited,33,132,12.2,13.9,15.8,83.27,3,6
LK-DAI-939AY,4797399305613,Richlife Milk Low Fat UHT 1L,Dairy (Shelf-Stable),Richlife,1L,496.24,162,Richlife Dairies (Private) Limited,45,180,15.3,21.7,11.3,420.6,2,8
LK-DAI-GS8G8,4798801336133,Richlife Milk Non Fat UHT 1L,Dairy (Shelf-Stable),Richlife,1L,538.44,201,Richlife Dairies (Private) Limited,16,48,5.5,27.4,3.6,451.13,1,3
LK-DAI-GJC36,4796676650613,Richlife Chocolate Milk 180ml,Dairy (Shelf-Stable),Richlife,180ml,130.53,248,Richlife Dairies (Private) Limited,14,28,12.2,21.6,7.9,109.85,3,5
LK-DAI-VK7N3,4790728326846,Highland Milk Full Cream UHT 450ml,Dairy (Shelf-Stable),Highland,450ml,492.63,263,Highland Dairies (Private) Limited,35,70,16.1,23.0,5.1,429.25,1,7
LK-DAI-VT8K0,4795368222398,Highland Milk Chocolate UHT 180ml,Dairy (Shelf-Stable),Highland,180ml,153.86,136,Highland Dairies (Private) Limited,48,96,22.0,33.2,19.9,133.6,2,8
LK-DAI-TKCD0,4797552314919,Highland Milk Vanilla UHT 180ml,Dairy (Shelf-Stable),Highland,180ml,158.95,205,Highland Dairies (Private) Limited,31,93,16.3,17.8,8.4,136.84,2,4
LK-DAI-AIH0P,4795257775479,Milkmaid Sweetened Condensed Milk 510g,Dairy (Shelf-Stable),Milkmaid,510g,607.84,245,Nestle Lanka PLC,29,87,22.8,13.3,15.5,528.5,3,3
LK-DAI-064W3,4799693084881,Astra Multi-Purpose Fat Spread 100g,Dairy (Shelf-Stable),Astra,100g,234.93,183,HA & GS De Zoysa (Private) Limited,26,104,7.7,21.5,4.5,195.81,2,7
LK-DAI-AI89Y,4798272299272,Happy Cow Cheese Regular Slices 400g,Dairy (Shelf-Stable),Happy Cow,400g,1190.17,214,Happy Cow Lanka (Private) Limited,16,64,12.4,9.2,6.5,1044.47,2,6
LK-DAI-QQB9L,4798449892664,Happy Cow Cheese Wedges 120g,Dairy (Shelf-Stable),Happy Cow,120g,503.57,109,Happy Cow Lanka (Private) Limited,28,140,24.5,14.0,9.9,423.39,2,6
LK-DAI-25A5P,4793184322254,Anchor Milk Powder Full Cream 400g,Dairy (Shelf-Stable),Anchor,400g,1010.3,259,Fonterra Brands Lanka,38,152,19.4,21.0,11.1,839.54,1,7
LK-DAI-F4ABU,4792280920241,Anchor Milk Powder Shape Up 400g,Dairy (Shelf-Stable),Anchor,400g,1181.24,193,Fonterra Brands Lanka,48,96,22.6,27.7,17.0,1002.87,1,4
LK-DAI-Q95G3,4799292984254,Anchor Milk UHT 1L,Dairy (Shelf-Stable),Anchor,1L,645.31,107,Fonterra Brands Lanka,36,180,7.6,8.4,11.9,544.78,3,8
LK-DAI-PFDRW,4790881172984,Anchor Butter Salted 100g,Dairy (Shelf-Stable),Anchor,100g,286.29,263,Fonterra Brands Lanka,39,195,12.4,9.2,12.0,236.53,1,6
LK-DAI-2NV01,4799162473147,Anchor Butter Unsalted 227g,Dairy (Shelf-Stable),Anchor,227g,462.07,155,Fonterra Brands Lanka,12,24,16.6,11.2,3.1,391.55,3,4
LK-DAI-YLNFX,4794486959469,Anchor Cheese Slices 100g,Dairy (Shelf-Stable),Anchor,100g,275.81,232,Fonterra Brands Lanka,23,92,16.2,21.1,19.8,235.88,3,5
LK-DAI-1OE5E,4793721386589,Kotmale Fresh Milk Full Cream 1L,Dairy (Shelf-Stable),Kotmale,1L,559.64,103,Kotmale Holdings PLC,36,72,21.1,30.2,11.0,469.5,3,6
LK-DAI-DJNV0,4796984902770,Kotmale Fresh Milk Low Fat 1L,Dairy (Shelf-Stable),Kotmale,1L,392.0,222,Kotmale Holdings PLC,24,48,20.7,21.8,14.9,324.95,3,4
LK-DAI-YMX9D,4794656693803,Kotmale Fresh Milk Non Fat 1L,Dairy (Shelf-Stable),Kotmale,1L,593.78,113,Kotmale Holdings PLC,30,120,11.9,30.0,6.8,520.08,1,6
LK-DAI-7UJOD,4791845184890,Kotmale Milk Chocolate 180ml,Dairy (Shelf-Stable),Kotmale,180ml,108.38,186,Kotmale Holdings PLC,42,126,20.1,34.0,10.8,92.5,2,7
LK-DAI-5RJN2,4793356588044,Kotmale Milk Vanilla 1L,Dairy (Shelf-Stable),Kotmale,1L,457.99,262,Kotmale Holdings PLC,33,66,16.1,12.8,8.3,400.48,1,7
LK-DAI-J8Y6R,4793334333390,Kotmale Milk Faluda 180ml,Dairy (Shelf-Stable),Kotmale,180ml,116.62,120,Kotmale Holdings PLC,43,86,20.3,22.6,3.7,97.18,2,5
LK-DAI-WR965,4797284639205,Ambewela Milk Plain 1L,Dairy (Shelf-Stable),Ambewela,1L,535.1,228,Ambewela Products (Private) Limited,44,176,12.9,26.5,6.0,457.29,1,8
LK-BAK-SLAYN,4791559428433,Munchee Super Cream Cracker 85g,Packaged Bakery,Munchee,85g,155.25,117,Ceylon Biscuits Limited (CBL),17,85,13.5,19.3,15.8,116.88,2,6
LK-BAK-KGEUI,4791438663221,Munchee Chocolate Cream 400g,Packaged Bakery,Munchee,400g,431.6,137,Ceylon Biscuits Limited (CBL),16,64,20.7,16.1,12.6,353.62,3,3
LK-BAK-OYC3R,4791754558843,Munchee Lemon Puff 100g,Packaged Bakery,Munchee,100g,133.04,119,Ceylon Biscuits Limited (CBL),30,90,24.6,15.7,8.5,105.26,3,6
LK-BAK-1QCWQ,4792256996119,Munchee Nice 400g,Packaged Bakery,Munchee,400g,349.74,111,Ceylon Biscuits Limited (CBL),34,136,17.1,18.7,18.1,281.2,2,8
LK-BAK-V8OGA,4793413261118,Munchee Ginger 80g,Packaged Bakery,Munchee,80g,191.87,43,Ceylon Biscuits Limited (CBL),36,180,15.5,34.9,4.8,150.98,3,4
LK-BAK-D7OI0,4797228200553,Munchee Milk Short Cake 200g,Packaged Bakery,Munchee,200g,354.09,168,Ceylon Biscuits Limited (CBL),29,145,7.7,33.6,12.2,278.78,3,7
LK-BAK-Q05PX,4798457831747,Munchee Milk Cream 110g,Packaged Bakery,Munchee,110g,204.63,107,Ceylon Biscuits Limited (CBL),12,36,11.9,20.7,3.1,164.08,2,6
LK-BAK-K12V2,4798536866325,Munchee Chocolate Puff 200g,Packaged Bakery,Munchee,200g,321.34,126,Ceylon Biscuits Limited (CBL),20,40,13.4,14.5,16.0,248.97,3,8
LK-BAK-YK03O,4791224179745,Maliban Cream Cracker 500g,Packaged Bakery,Maliban,500g,550.71,112,Maliban Biscuit Manufactories (Private) Limited,16,32,24.4,8.6,19.5,432.62,2,5
LK-BAK-EPADA,4793564757058,Maliban Chocolate Cream 400g,Packaged Bakery,Maliban,400g,328.21,67,Maliban Biscuit Manufactories (Private) Limited,20,100,6.4,20.7,6.3,251.88,2,6
LK-BAK-3E1I1,4797303718379,Maliban Lemon Puff 100g,Packaged Bakery,Maliban,100g,138.95,112,Maliban Biscuit Manufactories (Private) Limited,32,64,19.9,22.8,5.1,104.59,2,8
LK-BAK-KMBY9,4793650249160,Maliban Nice 435g,Packaged Bakery,Maliban,435g,556.97,40,Maliban Biscuit Manufactories (Private) Limited,34,102,12.4,10.4,5.7,456.36,1,8
LK-BAK-W79WC,4792812735855,Maliban Gold Marie 75g,Packaged Bakery,Maliban,75g,180.35,79,Maliban Biscuit Manufactories (Private) Limited,34,170,12.2,11.6,18.3,142.35,2,8
LK-BAK-PKZGG,4795574982185,Maliban Orange Cream 400g,Packaged Bakery,Maliban,400g,347.91,97,Maliban Biscuit Manufactories (Private) Limited,26,52,20.5,21.7,15.5,278.09,1,7
LK-BAK-41IZX,4798638782943,Maliban Custard Cream 100g,Packaged Bakery,Maliban,100g,130.2,58,Maliban Biscuit Manufactories (Private) Limited,28,56,5.9,33.3,6.0,100.92,1,4
LK-BAK-DGBXN,4797899405394,Little Lion Golden Cow Rusk Original 110g,Packaged Bakery,Little Lion,110g,243.24,83,Ceylon Biscuits Limited (CBL),14,70,21.0,9.6,12.5,199.24,2,5
LK-BAK-2CWT0,4794138113867,Little Lion Golden Cow Rusk Banana 70g,Packaged Bakery,Little Lion,70g,126.3,93,Ceylon Biscuits Limited (CBL),29,145,19.9,28.7,12.8,98.92,3,6
LK-BAK-ZPD2T,4798528975585,Harischandra Cream Crackers 500g,Packaged Bakery,Harischandra,500g,633.69,125,Harischandra Mills PLC,36,180,21.5,16.7,7.1,505.23,3,4
LK-BAK-NT0MQ,4796004908249,Harischandra Papadam 70g,Packaged Bakery,Harischandra,70g,110.26,84,Harischandra Mills PLC,12,48,23.4,21.8,12.7,82.82,3,4
LK-BAK-DQFJ6,4793344196930,Munchee Super Cream Cracker 500g,Packaged Bakery,Munchee,500g,560.35,153,Ceylon Biscuits Limited (CBL),27,54,16.9,16.1,15.4,431.11,3,6
LK-BAK-CC1M3,4796139060485,Munchee Chocolate Cream 100g,Packaged Bakery,Munchee,100g,93.16,68,Ceylon Biscuits Limited (CBL),28,84,8.1,26.2,20.0,72.87,2,7
LK-BAK-UDP2F,4795179086417,Munchee Lemon Puff 200g,Packaged Bakery,Munchee,200g,251.94,63,Ceylon Biscuits Limited (CBL),27,81,14.8,25.6,6.3,198.93,3,8
LK-BAK-SIJPY,4799116655353,Munchee Nice 100g,Packaged Bakery,Munchee,100g,133.08,108,Ceylon Biscuits Limited (CBL),23,115,17.5,19.9,18.7,103.02,1,4
LK-BAK-YF0D0,4793924051475,Munchee Ginger 400g,Packaged Bakery,Munchee,400g,431.13,167,Ceylon Biscuits Limited (CBL),18,72,16.0,24.8,19.9,343.51,3,8
LK-BAK-YN6SJ,4790439407018,Munchee Milk Short Cake 85g,Packaged Bakery,Munchee,85g,165.71,122,Ceylon Biscuits Limited (CBL),12,48,22.3,25.5,6.9,132.73,2,7
LK-BAK-9DL5T,4792387800385,Munchee Milk Cream 255g,Packaged Bakery,Munchee,255g,353.92,70,Ceylon Biscuits Limited (CBL),23,92,12.1,16.2,19.9,278.07,3,5
LK-BAK-3W563,4790843256219,Munchee Chocolate Puff 100g,Packaged Bakery,Munchee,100g,183.81,88,Ceylon Biscuits Limited (CBL),19,57,13.5,16.4,13.3,144.03,2,7
LK-BAK-EXUYH,4792482629256,Maliban Cream Cracker 125g,Packaged Bakery,Maliban,125g,171.95,60,Maliban Biscuit Manufactories (Private) Limited,22,66,19.5,28.7,18.0,134.58,2,6
LK-BAK-K03W0,4792312209948,Maliban Chocolate Cream 100g,Packaged Bakery,Maliban,100g,167.44,89,Maliban Biscuit Manufactories (Private) Limited,33,66,12.2,26.6,11.1,130.13,3,7
LK-BAK-QXGNR,4792330604633,Maliban Lemon Puff 200g,Packaged Bakery,Maliban,200g,327.35,82,Maliban Biscuit Manufactories (Private) Limited,17,85,22.3,21.2,8.5,245.79,2,4
LK-INS-P1V3Z,4796999880810,Prima Kottu Mee Hot & Spicy 75g,Instant Foods,Prima,75g,84.31,201,Prima Ceylon Limited,57,285,24.7,9.1,9.6,64.25,3,3
LK-INS-GP51K,4792649082771,Prima Kottu Mee Chicken 78g,Instant Foods,Prima,78g,74.11,272,Prima Ceylon Limited,58,174,12.9,16.7,3.4,58.17,2,7
LK-INS-665DL,4792111751860,Prima Kottu Mee Cheese Onion 80g,Instant Foods,Prima,80g,105.53,493,Prima Ceylon Limited,48,240,5.9,12.6,8.7,79.33,3,4
LK-INS-FF1BL,4797421230944,Prima Kottu Mee Masala 78g,Instant Foods,Prima,78g,70.73,435,Prima Ceylon Limited,24,120,9.8,23.9,11.1,55.54,2,6
LK-INS-CVITW,4798302205020,Prima Stella Chicken 74g,Instant Foods,Prima,74g,101.69,488,Prima Ceylon Limited,45,90,6.0,19.3,6.0,78.64,3,5
LK-INS-VYV2G,4797950145566,Prima Stella Curry 75g,Instant Foods,Prima,75g,100.24,461,Prima Ceylon Limited,42,210,7.7,26.8,7.7,76.88,3,6
LK-INS-SZWD0,4798179469549,Prima Stella Prawn 75g,Instant Foods,Prima,75g,87.51,361,Prima Ceylon Limited,60,300,15.4,25.1,11.4,65.66,1,7
LK-INS-IKGEQ,4791396605585,Prima Stella Vegetable 74g,Instant Foods,Prima,74g,99.63,507,Prima Ceylon Limited,42,168,20.8,16.3,11.6,80.22,2,3
LK-INS-ELOU8,4792355770276,Maggi Noodles Chicken 335g,Instant Foods,Maggi,335g,264.47,454,Nestle Lanka PLC,53,265,23.6,9.5,11.9,208.34,3,8
LK-INS-YTAUL,4795124056823,Maggi Noodles Curry 73g,Instant Foods,Maggi,73g,89.47,484,Nestle Lanka PLC,43,172,19.2,15.3,4.5,70.93,1,5
LK-INS-Q8HKE,4790317807824,Maggi Noodles Devilled Chilli Chicken 76g,Instant Foods,Maggi,76g,190.18,448,Nestle Lanka PLC,44,132,20.4,10.7,19.7,143.65,3,8
LK-INS-9HBN5,4791040915701,Raigam Noodles Deveni Batha Chicken 80g,Instant Foods,Raigam,80g,75.22,339,Raigam Marketing Services (Private) Limited,60,240,17.8,13.7,6.4,57.64,2,5
LK-INS-T1YJF,4791098813851,Raigam Noodles Deveni Batha Curry 80g,Instant Foods,Raigam,80g,96.9,540,Raigam Marketing Services (Private) Limited,60,180,8.4,16.4,18.2,77.62,3,6
LK-INS-BB6BN,4791662997956,Raigam Noodles Deveni Batha Sea Food 85g,Instant Foods,Raigam,85g,92.48,545,Raigam Marketing Services (Private) Limited,58,116,24.5,28.4,10.9,70.54,1,3
LK-INS-37QQY,4797733294566,MD Noodles 400g,Instant Foods,MD,400g,342.03,349,MD Holdings (Private) Limited,53,265,5.6,20.8,9.0,258.51,2,4
LK-INS-KMUSO,4791581487699,Sera Kottu Kottu Chicken 375g,Instant Foods,Sera,375g,345.94,460,Sera Foods Lanka,54,270,6.3,13.6,14.8,268.64,2,6
LK-INS-UMYGY,4799719975810,Sera Kottu Kottu Hot & Spicy 65g,Instant Foods,Sera,65g,89.52,387,Sera Foods Lanka,30,150,11.5,25.4,4.0,72.3,1,4
LK-INS-56WAF,4792784699735,Knorr Chicken Cube 280g,Instant Foods,Knorr,280g,476.45,333,Unilever Sri Lanka Limited,43,215,19.4,32.7,19.8,361.43,3,3
LK-INS-WS44C,4798008514037,Cirio Pasta Sauce Napoletana 420g,Instant Foods,Cirio,420g,687.29,500,Cirio Imports Lanka,48,240,12.6,22.7,14.3,535.19,2,4
LK-INS-GN74F,4792201027622,Cirio Pasta Sauce Arrabbiata 420g,Instant Foods,Cirio,420g,612.33,392,Cirio Imports Lanka,51,153,14.1,19.5,16.9,474.58,2,5
LK-INS-IPAR0,4798468950093,Prima Kottu Mee Hot & Spicy 400g,Instant Foods,Prima,400g,406.81,477,Prima Ceylon Limited,29,87,19.6,22.2,17.6,323.09,2,6
LK-INS-SSVIW,4791894905804,Prima Kottu Mee Chicken 78g,Instant Foods,Prima,78g,90.46,420,Prima Ceylon Limited,45,225,12.1,34.4,8.0,70.93,1,3
LK-INS-ZVK2J,4797929049048,Prima Kottu Mee Cheese Onion 80g,Instant Foods,Prima,80g,93.76,219,Prima Ceylon Limited,40,120,17.3,15.4,7.4,76.05,3,3
LK-INS-V60XN,4792437280518,Prima Kottu Mee Masala 78g,Instant Foods,Prima,78g,111.99,258,Prima Ceylon Limited,50,250,9.8,19.9,13.8,87.16,1,7
LK-INS-0MX1E,4792767478364,Prima Stella Chicken 74g,Instant Foods,Prima,74g,94.33,314,Prima Ceylon Limited,57,285,5.2,33.0,10.6,74.77,3,5
LK-INS-8YB7W,4796945441492,Prima Stella Curry 75g,Instant Foods,Prima,75g,81.71,303,Prima Ceylon Limited,36,144,18.6,34.8,8.3,62.58,1,8
LK-INS-ACOSY,4795344300911,Prima Stella Prawn 75g,Instant Foods,Prima,75g,67.27,291,Prima Ceylon Limited,31,62,6.7,24.3,9.4,52.36,3,7
LK-INS-2GDGK,4791746542140,Prima Stella Vegetable 74g,Instant Foods,Prima,74g,98.37,350,Prima Ceylon Limited,40,160,8.6,9.9,19.7,78.04,1,7
LK-INS-OXDTP,4799174101199,Maggi Noodles Chicken 146g,Instant Foods,Maggi,146g,192.47,189,Nestle Lanka PLC,33,66,23.7,25.9,7.5,147.35,3,5
LK-INS-6US7R,4796618306714,Maggi Noodles Curry 73g,Instant Foods,Maggi,73g,89.31,363,Nestle Lanka PLC,43,215,6.1,34.9,14.0,67.39,2,7
LK-INS-4M41K,4793280634619,Maggi Noodles Devilled Chilli Chicken 76g,Instant Foods,Maggi,76g,380.46,223,Nestle Lanka PLC,52,156,7.8,13.2,15.2,302.41,3,4
LK-INS-RCTLT,4797005050616,Raigam Noodles Deveni Batha Chicken 80g,Instant Foods,Raigam,80g,80.5,447,Raigam Marketing Services (Private) Limited,58,174,19.8,14.3,4.2,62.32,3,4
LK-INS-RA6WI,4792020417925,Raigam Noodles Deveni Batha Curry 80g,Instant Foods,Raigam,80g,110.8,234,Raigam Marketing Services (Private) Limited,55,165,6.3,13.5,8.7,90.36,3,8
LK-INS-OEYTL,4793092511429,Raigam Noodles Deveni Batha Sea Food 85g,Instant Foods,Raigam,85g,116.52,369,Raigam Marketing Services (Private) Limited,34,170,9.9,23.7,5.3,94.17,3,7
LK-INS-NF5CA,4791946723240,MD Noodles 85g,Instant Foods,MD,85g,103.85,269,MD Holdings (Private) Limited,26,78,19.3,24.5,4.5,82.16,2,5
LK-SNK-PUG99,4799588373403,Ritzbury Chocolate Fingers 110g,Snacks & Confectionery,Ritzbury,110g,228.11,295,Ceylon Biscuits Limited (CBL),39,117,8.2,32.9,3.9,142.43,2,5
LK-SNK-HJW6Q,4791082207819,Ritzbury Choco Mo 220g,Snacks & Confectionery,Ritzbury,220g,508.64,233,Ceylon Biscuits Limited (CBL),42,168,13.4,28.2,18.3,351.86,1,3
LK-SNK-LD05N,4793179706236,Ritzbury Revello Almond 100g,Snacks & Confectionery,Ritzbury,100g,359.5,219,Ceylon Biscuits Limited (CBL),28,140,19.4,25.1,19.6,239.22,1,5
LK-SNK-EYCE4,4797625349299,Ritzbury Revello Cashew 170g,Snacks & Confectionery,Ritzbury,170g,617.48,261,Ceylon Biscuits Limited (CBL),26,130,22.1,21.2,19.9,401.74,3,6
LK-SNK-4K00I,4795693929061,Ritzbury Revello Fruit & Nut 100g,Snacks & Confectionery,Ritzbury,100g,370.71,240,Ceylon Biscuits Limited (CBL),48,96,13.5,18.6,16.8,265.13,3,3
LK-SNK-QIUA0,4793254310747,Ritzbury Revello Hazelnut 100g,Snacks & Confectionery,Ritzbury,100g,195.36,266,Ceylon Biscuits Limited (CBL),42,84,24.5,20.5,5.4,129.89,3,6
LK-SNK-G5WZA,4791658046491,Kandos Milk Chocolate 45g,Snacks & Confectionery,Kandos,45g,186.66,321,Ceylon Chocolates Limited,26,104,19.7,9.5,19.1,116.6,3,5
LK-SNK-5DNWN,4792818325388,Kandos Cashewnut 100g,Snacks & Confectionery,Kandos,100g,185.02,360,Ceylon Chocolates Limited,46,138,20.1,28.5,8.4,122.59,2,7
LK-SNK-YJCMR,4798178847959,Kandos Fruit & Nut 160g,Snacks & Confectionery,Kandos,160g,572.04,327,Ceylon Chocolates Limited,30,150,6.7,18.5,6.0,346.98,1,3
LK-SNK-FEFFH,4790468275671,Kandos Caramel 45g,Snacks & Confectionery,Kandos,45g,207.58,168,Ceylon Chocolates Limited,24,72,21.7,22.0,8.7,148.92,3,5
LK-SNK-X2RXT,4798774924245,Cadbury Dairy Milk 55g,Snacks & Confectionery,Cadbury,55g,187.42,193,Mondelez Lanka (Private) Limited,28,112,10.7,33.8,13.5,126.58,1,8
LK-SNK-TGGZ6,4792231059273,Cadbury Dairy Milk Silk 150g,Snacks & Confectionery,Cadbury,150g,218.71,263,Mondelez Lanka (Private) Limited,25,100,24.6,12.0,10.6,152.64,1,7
LK-SNK-K7ORF,4797520885472,Cadbury Fruit & Nut 36g,Snacks & Confectionery,Cadbury,36g,174.32,313,Mondelez Lanka (Private) Limited,45,135,21.0,27.7,18.7,105.23,2,8
LK-SNK-ERBYE,4790693751506,M&M Milk Chocolate 45g,Snacks & Confectionery,M&M,45g,193.71,254,Mars Lanka (Private) Limited,48,192,8.9,10.3,17.4,134.94,3,8
LK-SNK-89ORV,4798056265653,M&M Peanut 45g,Snacks & Confectionery,M&M,45g,129.86,198,Mars Lanka (Private) Limited,41,82,9.3,32.0,15.6,88.12,2,6
LK-SNK-K38P6,4792991234781,Snickers Chocolate Bar 50g,Snacks & Confectionery,Snickers,50g,244.96,365,Mars Lanka (Private) Limited,48,240,6.8,19.1,18.5,174.43,2,4
LK-SNK-UZ1EG,4796487049477,Mars Chocolate Bar 33g,Snacks & Confectionery,Mars,33g,132.37,126,Mars Lanka (Private) Limited,28,112,11.0,25.3,13.8,87.94,1,8
LK-SNK-XKG6X,4790147195979,KitKat Chocolate 45g,Snacks & Confectionery,KitKat,45g,189.15,280,Nestle Lanka PLC,39,78,12.5,27.8,3.3,116.48,2,4
LK-SNK-UFQYM,4790456504486,Ferrero Rocher Chocolate 62.5g,Snacks & Confectionery,Ferrero Rocher,62.5g,452.33,169,Ferrero Trading Lanka,29,58,17.0,12.5,8.5,321.5,2,8
LK-SNK-2JZNT,4795202845769,Toblerone Milk Chocolate 200g,Snacks & Confectionery,Toblerone,200g,570.24,146,Mondelez Lanka (Private) Limited,28,84,21.6,29.5,12.5,348.25,3,7
LK-SNK-4ZZ2P,4791120754527,Ritzbury Chocolate Fingers 110g,Snacks & Confectionery,Ritzbury,110g,341.63,272,Ceylon Biscuits Limited (CBL),48,192,8.4,16.2,15.7,209.5,1,4
LK-SNK-EYYLH,4791611076039,Ritzbury Choco Mo 220g,Snacks & Confectionery,Ritzbury,220g,522.51,251,Ceylon Biscuits Limited (CBL),25,125,7.4,14.8,4.1,326.48,3,3
LK-SNK-127H6,4792501249557,Ritzbury Revello Almond 100g,Snacks & Confectionery,Ritzbury,100g,195.09,306,Ceylon Biscuits Limited (CBL),31,62,7.0,23.6,3.2,128.75,1,8
LK-SNK-GK6T9,4791387592719,Ritzbury Revello Cashew 170g,Snacks & Confectionery,Ritzbury,170g,423.38,217,Ceylon Biscuits Limited (CBL),30,90,13.2,28.6,8.3,286.8,2,3
LK-SNK-SRNKZ,4791571647942,Ritzbury Revello Fruit & Nut 100g,Snacks & Confectionery,Ritzbury,100g,307.9,177,Ceylon Biscuits Limited (CBL),37,148,24.7,19.6,17.6,190.61,2,8
LK-SNK-NAYYO,4798112669128,Ritzbury Revello Hazelnut 100g,Snacks & Confectionery,Ritzbury,100g,174.55,206,Ceylon Biscuits Limited (CBL),43,215,7.5,30.6,15.3,105.25,2,8
