sku,barcode,ProductName,Category,Brand,UnitSize,BaseUnitPriceLKR,TypicalShelfLifeDays,Supplier,CaseSize,MaxShelfCapacityUnits
LK-DAI-25A5P,4793184322254,Anchor Milk Powder Full Cream 400g,Dairy (Shelf-Stable),Anchor,400g,965.73,259,Fonterra Brands Lanka,38,152
LK-DAI-F4ABU,4792280920241,Anchor Milk Powder Shape Up 400g,Dairy (Shelf-Stable),Anchor,400g,1129.14,193,Fonterra Brands Lanka,48,96
LK-DAI-Q95G3,4799292984254,Anchor Milk UHT 1L,Dairy (Shelf-Stable),Anchor,1L,616.85,107,Fonterra Brands Lanka,36,180
LK-DAI-PFDRW,4790881172984,Anchor Butter Salted 100g,Dairy (Shelf-Stable),Anchor,100g,273.66,263,Fonterra Brands Lanka,39,195
LK-DAI-2NV01,4799162473147,Anchor Butter Unsalted 227g,Dairy (Shelf-Stable),Anchor,227g,441.69,155,Fonterra Brands Lanka,12,24
LK-DAI-YLNFX,4794486959469,Anchor Cheese Slices 100g,Dairy (Shelf-Stable),Anchor,100g,263.65,232,Fonterra Brands Lanka,23,92
LK-DAI-1OE5E,4793721386589,Kotmale Fresh Milk Full Cream 1L,Dairy (Shelf-Stable),Kotmale,1L,534.95,10,Kotmale Holdings PLC,36,72
LK-DAI-DJNV0,4796984902770,Kotmale Fresh Milk Low Fat 1L,Dairy (Shelf-Stable),Kotmale,1L,374.7,10,Kotmale Holdings PLC,24,48
LK-DAI-YMX9D,4794656693803,Kotmale Fresh Milk Non Fat 1L,Dairy (Shelf-Stable),Kotmale,1L,567.59,10,Kotmale Holdings PLC,30,120
LK-DAI-7UJOD,4791845184890,Kotmale Milk Chocolate 180ml,Dairy (Shelf-Stable),Kotmale,180ml,103.6,11,Kotmale Holdings PLC,42,126
LK-DAI-5RJN2,4793356588044,Kotmale Milk Vanilla 1L,Dairy (Shelf-Stable),Kotmale,1L,437.79,11,Kotmale Holdings PLC,33,66
LK-DAI-J8Y6R,4793334333390,Kotmale Milk Faluda 180ml,Dairy (Shelf-Stable),Kotmale,180ml,111.47,14,Kotmale Holdings PLC,43,86
LK-DAI-WR965,4797284639205,Ambewela Milk Plain 1L,Dairy (Shelf-Stable),Ambewela,1L,511.49,14,Ambewela Products (Private) Limited,44,176
LK-BAK-SLAYN,4791559428433,Munchee Super Cream Cracker 85g,Packaged Bakery,Munchee,85g,148.62,180,Ceylon Biscuits Limited (CBL),17,85
LK-BAK-KGEUI,4791438663221,Munchee Chocolate Cream 400g,Packaged Bakery,Munchee,400g,413.17,137,Ceylon Biscuits Limited (CBL),16,64
LK-BAK-OYC3R,4791754558843,Munchee Lemon Puff 100g,Packaged Bakery,Munchee,100g,127.36,197,Ceylon Biscuits Limited (CBL),30,90
LK-BAK-1QCWQ,4792256996119,Munchee Nice 400g,Packaged Bakery,Munchee,400g,334.8,186,Ceylon Biscuits Limited (CBL),34,136
LK-BAK-V8OGA,4793413261118,Munchee Ginger 80g,Packaged Bakery,Munchee,80g,183.67,43,Ceylon Biscuits Limited (CBL),36,180
LK-BAK-D7OI0,4797228200553,Munchee Milk Short Cake 200g,Packaged Bakery,Munchee,200g,338.97,168,Ceylon Biscuits Limited (CBL),29,145
LK-BAK-Q05PX,4798457831747,Munchee Milk Cream 110g,Packaged Bakery,Munchee,110g,195.9,107,Ceylon Biscuits Limited (CBL),12,36
LK-BAK-K12V2,4798536866325,Munchee Chocolate Puff 200g,Packaged Bakery,Munchee,200g,307.62,202,Ceylon Biscuits Limited (CBL),20,40
LK-BAK-YK03O,4791224179745,Maliban Cream Cracker 500g,Packaged Bakery,Maliban,500g,527.19,200,Maliban Biscuit Manufactories (Private) Limited,16,32
LK-BAK-EPADA,4793564757058,Maliban Chocolate Cream 400g,Packaged Bakery,Maliban,400g,314.19,67,Maliban Biscuit Manufactories (Private) Limited,20,100
LK-BAK-3E1I1,4797303718379,Maliban Lemon Puff 100g,Packaged Bakery,Maliban,100g,133.02,202,Maliban Biscuit Manufactories (Private) Limited,32,64
LK-BAK-KMBY9,4793650249160,Maliban Nice 435g,Packaged Bakery,Maliban,435g,533.18,197,Maliban Biscuit Manufactories (Private) Limited,34,102
LK-BAK-W79WC,4792812735855,Maliban Gold Marie 75g,Packaged Bakery,Maliban,75g,172.65,193,Maliban Biscuit Manufactories (Private) Limited,34,170
LK-BAK-PKZGG,4795574982185,Maliban Orange Cream 400g,Packaged Bakery,Maliban,400g,333.05,97,Maliban Biscuit Manufactories (Private) Limited,26,52
LK-BAK-41IZX,4798638782943,Maliban Custard Cream 100g,Packaged Bakery,Maliban,100g,124.64,58,Maliban Biscuit Manufactories (Private) Limited,28,56
LK-BAK-DGBXN,4797899405394,Little Lion Golden Cow Rusk Original 110g,Packaged Bakery,Little Lion,110g,232.85,83,Ceylon Biscuits Limited (CBL),14,70
LK-BAK-2CWT0,4794138113867,Little Lion Golden Cow Rusk Banana 70g,Packaged Bakery,Little Lion,70g,120.91,93,Ceylon Biscuits Limited (CBL),29,145
LK-BAK-ZPD2T,4798528975585,Harischandra Cream Crackers 500g,Packaged Bakery,Harischandra,500g,606.63,187,Harischandra Mills PLC,36,180
LK-BAK-NT0MQ,4796004908249,Harischandra Papadam 70g,Packaged Bakery,Harischandra,70g,105.55,84,Harischandra Mills PLC,12,48
LK-BAK-DQFJ6,4793344196930,Munchee Super Cream Cracker 500g,Packaged Bakery,Munchee,500g,536.42,194,Ceylon Biscuits Limited (CBL),27,54
LK-BAK-CC1M3,4796139060485,Munchee Chocolate Cream 100g,Packaged Bakery,Munchee,100g,89.18,68,Ceylon Biscuits Limited (CBL),28,84
LK-BAK-UDP2F,4795179086417,Munchee Lemon Puff 200g,Packaged Bakery,Munchee,200g,241.18,198,Ceylon Biscuits Limited (CBL),27,81
LK-BAK-SIJPY,4799116655353,Munchee Nice 100g,Packaged Bakery,Munchee,100g,127.4,188,Ceylon Biscuits Limited (CBL),23,115
LK-BAK-YF0D0,4793924051475,Munchee Ginger 400g,Packaged Bakery,Munchee,400g,412.72,167,Ceylon Biscuits Limited (CBL),18,72
LK-BAK-YN6SJ,4790439407018,Munchee Milk Short Cake 85g,Packaged Bakery,Munchee,85g,158.63,122,Ceylon Biscuits Limited (CBL),12,48
LK-BAK-9DL5T,4792387800385,Munchee Milk Cream 255g,Packaged Bakery,Munchee,255g,338.8,70,Ceylon Biscuits Limited (CBL),23,92
LK-BAK-3W563,4790843256219,Munchee Chocolate Puff 100g,Packaged Bakery,Munchee,100g,175.96,205,Ceylon Biscuits Limited (CBL),19,57
LK-BAK-EXUYH,4792482629256,Maliban Cream Cracker 125g,Packaged Bakery,Maliban,125g,164.61,207,Maliban Biscuit Manufactories (Private) Limited,22,66
LK-BAK-K03W0,4792312209948,Maliban Chocolate Cream 100g,Packaged Bakery,Maliban,100g,160.29,89,Maliban Biscuit Manufactories (Private) Limited,33,66
LK-BAK-QXGNR,4792330604633,Maliban Lemon Puff 200g,Packaged Bakery,Maliban,200g,313.37,180,Maliban Biscuit Manufactories (Private) Limited,17,85
LK-INS-P1V3Z,4796999880810,Prima Kottu Mee Hot & Spicy 75g,Instant Foods,Prima,75g,82.27,201,Prima Ceylon Limited,57,285
LK-INS-GP51K,4792649082771,Prima Kottu Mee Chicken 78g,Instant Foods,Prima,78g,72.32,272,Prima Ceylon Limited,58,174
LK-INS-665DL,4792111751860,Prima Kottu Mee Cheese Onion 80g,Instant Foods,Prima,80g,102.98,493,Prima Ceylon Limited,48,240
LK-INS-FF1BL,4797421230944,Prima Kottu Mee Masala 78g,Instant Foods,Prima,78g,69.03,435,Prima Ceylon Limited,24,120
LK-INS-CVITW,4798302205020,Prima Stella Chicken 74g,Instant Foods,Prima,74g,99.23,488,Prima Ceylon Limited,45,90
LK-INS-VYV2G,4797950145566,Prima Stella Curry 75g,Instant Foods,Prima,75g,97.82,461,Prima Ceylon Limited,42,210
LK-INS-SZWD0,4798179469549,Prima Stella Prawn 75g,Instant Foods,Prima,75g,85.39,361,Prima Ceylon Limited,60,300
LK-INS-IKGEQ,4791396605585,Prima Stella Vegetable 74g,Instant Foods,Prima,74g,97.22,507,Prima Ceylon Limited,42,168
LK-INS-ELOU8,4792355770276,Maggi Noodles Chicken 335g,Instant Foods,Maggi,335g,258.08,454,Nestle Lanka PLC,53,265
LK-INS-YTAUL,4795124056823,Maggi Noodles Curry 73g,Instant Foods,Maggi,73g,87.31,484,Nestle Lanka PLC,43,172
LK-INS-Q8HKE,4790317807824,Maggi Noodles Devilled Chilli Chicken 76g,Instant Foods,Maggi,76g,185.58,448,Nestle Lanka PLC,44,132
LK-INS-9HBN5,4791040915701,Raigam Noodles Deveni Batha Chicken 80g,Instant Foods,Raigam,80g,73.4,339,Raigam Marketing Services (Private) Limited,60,240
LK-INS-T1YJF,4791098813851,Raigam Noodles Deveni Batha Curry 80g,Instant Foods,Raigam,80g,94.56,540,Raigam Marketing Services (Private) Limited,60,180
LK-INS-BB6BN,4791662997956,Raigam Noodles Deveni Batha Sea Food 85g,Instant Foods,Raigam,85g,90.24,545,Raigam Marketing Services (Private) Limited,58,116
LK-INS-37QQY,4797733294566,MD Noodles 400g,Instant Foods,MD,400g,333.76,349,MD Holdings (Private) Limited,53,265
LK-INS-KMUSO,4791581487699,Sera Kottu Kottu Chicken 375g,Instant Foods,Sera,375g,337.58,460,Sera Foods Lanka,54,270
LK-INS-UMYGY,4799719975810,Sera Kottu Kottu Hot & Spicy 65g,Instant Foods,Sera,65g,87.35,387,Sera Foods Lanka,30,150
LK-INS-56WAF,4792784699735,Knorr Chicken Cube 280g,Instant Foods,Knorr,280g,464.94,333,Unilever Sri Lanka Limited,43,215
LK-INS-WS44C,4798008514037,Cirio Pasta Sauce Napoletana 420g,Instant Foods,Cirio,420g,670.69,500,Cirio Imports Lanka,48,240
LK-INS-GN74F,4792201027622,Cirio Pasta Sauce Arrabbiata 420g,Instant Foods,Cirio,420g,597.53,392,Cirio Imports Lanka,51,153
LK-INS-IPAR0,4798468950093,Prima Kottu Mee Hot & Spicy 400g,Instant Foods,Prima,400g,396.98,477,Prima Ceylon Limited,29,87
LK-INS-SSVIW,4791894905804,Prima Kottu Mee Chicken 78g,Instant Foods,Prima,78g,88.27,420,Prima Ceylon Limited,45,225
LK-INS-ZVK2J,4797929049048,Prima Kottu Mee Cheese Onion 80g,Instant Foods,Prima,80g,91.5,219,Prima Ceylon Limited,40,120
LK-INS-V60XN,4792437280518,Prima Kottu Mee Masala 78g,Instant Foods,Prima,78g,109.29,258,Prima Ceylon Limited,50,250
LK-INS-0MX1E,4792767478364,Prima Stella Chicken 74g,Instant Foods,Prima,74g,92.05,314,Prima Ceylon Limited,57,285
LK-INS-8YB7W,4796945441492,Prima Stella Curry 75g,Instant Foods,Prima,75g,79.73,303,Prima Ceylon Limited,36,144
LK-INS-ACOSY,4795344300911,Prima Stella Prawn 75g,Instant Foods,Prima,75g,65.64,291,Prima Ceylon Limited,31,62
LK-INS-2GDGK,4791746542140,Prima Stella Vegetable 74g,Instant Foods,Prima,74g,96.0,350,Prima Ceylon Limited,40,160
LK-INS-OXDTP,4799174101199,Maggi Noodles Chicken 146g,Instant Foods,Maggi,146g,187.82,189,Nestle Lanka PLC,33,66
LK-INS-6US7R,4796618306714,Maggi Noodles Curry 73g,Instant Foods,Maggi,73g,87.15,363,Nestle Lanka PLC,43,215
LK-INS-4M41K,4793280634619,Maggi Noodles Devilled Chilli Chicken 76g,Instant Foods,Maggi,76g,371.26,223,Nestle Lanka PLC,52,156
LK-INS-RCTLT,4797005050616,Raigam Noodles Deveni Batha Chicken 80g,Instant Foods,Raigam,80g,78.55,447,Raigam Marketing Services (Private) Limited,58,174
LK-INS-RA6WI,4792020417925,Raigam Noodles Deveni Batha Curry 80g,Instant Foods,Raigam,80g,108.13,234,Raigam Marketing Services (Private) Limited,55,165
LK-INS-OEYTL,4793092511429,Raigam Noodles Deveni Batha Sea Food 85g,Instant Foods,Raigam,85g,113.7,369,Raigam Marketing Services (Private) Limited,34,170
LK-INS-NF5CA,4791946723240,MD Noodles 85g,Instant Foods,MD,85g,101.34,269,MD Holdings (Private) Limited,26,78
LK-SNK-PUG99,4799588373403,Ritzbury Chocolate Fingers 110g,Snacks & Confectionery,Ritzbury,110g,221.71,295,Ceylon Biscuits Limited (CBL),39,117
LK-SNK-HJW6Q,4791082207819,Ritzbury Choco Mo 220g,Snacks & Confectionery,Ritzbury,220g,494.38,233,Ceylon Biscuits Limited (CBL),42,168
LK-SNK-LD05N,4793179706236,Ritzbury Revello Almond 100g,Snacks & Confectionery,Ritzbury,100g,349.42,219,Ceylon Biscuits Limited (CBL),28,140
LK-SNK-EYCE4,4797625349299,Ritzbury Revello Cashew 170g,Snacks & Confectionery,Ritzbury,170g,600.16,261,Ceylon Biscuits Limited (CBL),26,130
LK-SNK-4K00I,4795693929061,Ritzbury Revello Fruit & Nut 100g,Snacks & Confectionery,Ritzbury,100g,360.31,240,Ceylon Biscuits Limited (CBL),48,96
LK-SNK-QIUA0,4793254310747,Ritzbury Revello Hazelnut 100g,Snacks & Confectionery,Ritzbury,100g,189.88,266,Ceylon Biscuits Limited (CBL),42,84
LK-SNK-G5WZA,4791658046491,Kandos Milk Chocolate 45g,Snacks & Confectionery,Kandos,45g,181.43,11,Ceylon Chocolates Limited,26,104
LK-SNK-5DNWN,4792818325388,Kandos Cashewnut 100g,Snacks & Confectionery,Kandos,100g,179.83,360,Ceylon Chocolates Limited,46,138
LK-SNK-YJCMR,4798178847959,Kandos Fruit & Nut 160g,Snacks & Confectionery,Kandos,160g,556.0,327,Ceylon Chocolates Limited,30,150
LK-SNK-FEFFH,4790468275671,Kandos Caramel 45g,Snacks & Confectionery,Kandos,45g,201.76,168,Ceylon Chocolates Limited,24,72
LK-SNK-X2RXT,4798774924245,Cadbury Dairy Milk 55g,Snacks & Confectionery,Cadbury,55g,182.17,193,Mondelez Lanka (Private) Limited,28,112
LK-SNK-TGGZ6,4792231059273,Cadbury Dairy Milk Silk 150g,Snacks & Confectionery,Cadbury,150g,212.58,263,Mondelez Lanka (Private) Limited,25,100
LK-SNK-K7ORF,4797520885472,Cadbury Fruit & Nut 36g,Snacks & Confectionery,Cadbury,36g,169.43,313,Mondelez Lanka (Private) Limited,45,135
LK-SNK-ERBYE,4790693751506,M&M Milk Chocolate 45g,Snacks & Confectionery,M&M,45g,188.28,13,Mars Lanka (Private) Limited,48,192
LK-SNK-89ORV,4798056265653,M&M Peanut 45g,Snacks & Confectionery,M&M,45g,126.22,198,Mars Lanka (Private) Limited,41,82
LK-SNK-K38P6,4792991234781,Snickers Chocolate Bar 50g,Snacks & Confectionery,Snickers,50g,238.09,365,Mars Lanka (Private) Limited,48,240
LK-SNK-UZ1EG,4796487049477,Mars Chocolate Bar 33g,Snacks & Confectionery,Mars,33g,128.66,126,Mars Lanka (Private) Limited,28,112
LK-SNK-XKG6X,4790147195979,KitKat Chocolate 45g,Snacks & Confectionery,KitKat,45g,183.84,280,Nestle Lanka PLC,39,78
LK-SNK-UFQYM,4790456504486,Ferrero Rocher Chocolate 62.5g,Snacks & Confectionery,Ferrero Rocher,62.5g,439.65,169,Ferrero Trading Lanka,29,58
LK-SNK-2JZNT,4795202845769,Toblerone Milk Chocolate 200g,Snacks & Confectionery,Toblerone,200g,554.25,12,Mondelez Lanka (Private) Limited,28,84
LK-SNK-4ZZ2P,4791120754527,Ritzbury Chocolate Fingers 110g,Snacks & Confectionery,Ritzbury,110g,332.05,272,Ceylon Biscuits Limited (CBL),48,192
LK-SNK-EYYLH,4791611076039,Ritzbury Choco Mo 220g,Snacks & Confectionery,Ritzbury,220g,507.86,251,Ceylon Biscuits Limited (CBL),25,125
LK-SNK-127H6,4792501249557,Ritzbury Revello Almond 100g,Snacks & Confectionery,Ritzbury,100g,189.62,306,Ceylon Biscuits Limited (CBL),31,62
LK-SNK-GK6T9,4791387592719,Ritzbury Revello Cashew 170g,Snacks & Confectionery,Ritzbury,170g,411.51,217,Ceylon Biscuits Limited (CBL),30,90
LK-SNK-SRNKZ,4791571647942,Ritzbury Revello Fruit & Nut 100g,Snacks & Confectionery,Ritzbury,100g,299.26,177,Ceylon Biscuits Limited (CBL),37,148
LK-SNK-NAYYO,4798112669128,Ritzbury Revello Hazelnut 100g,Snacks & Confectionery,Ritzbury,100g,169.66,206,Ceylon Biscuits Limited (CBL),43,215
LK-SNK-1V127,4795796784277,Kandos Milk Chocolate 45g,Snacks & Confectionery,Kandos,45g,136.19,12,Ceylon Chocolates Limited,44,132
LK-SNK-AGVLK,4799118773475,Kandos Cashewnut 45g,Snacks & Confectionery,Kandos,45g,176.0,207,Ceylon Chocolates Limited,41,82
LK-SNK-Q4PBG,4794276246717,Kandos Fruit & Nut 90g,Snacks & Confectionery,Kandos,90g,335.69,261,Ceylon Chocolates Limited,41,205
LK-SNK-R8WM9,4795009025593,Kandos Caramel 45g,Snacks & Confectionery,Kandos,45g,127.75,207,Ceylon Chocolates Limited,27,135
LK-SNK-IXV6C,4794152085072,Cadbury Dairy Milk 55g,Snacks & Confectionery,Cadbury,55g,231.52,251,Mondelez Lanka (Private) Limited,32,64
LK-SNK-OU3DY,4795785294565,Cadbury Dairy Milk Silk 150g,Snacks & Confectionery,Cadbury,150g,188.15,321,Mondelez Lanka (Private) Limited,41,123
LK-SNK-W8ZUV,4794198763514,Cadbury Fruit & Nut 180g,Snacks & Confectionery,Cadbury,180g,578.84,325,Mondelez Lanka (Private) Limited,37,148
LK-SNK-1GAZ5,4799737489696,M&M Milk Chocolate 28g,Snacks & Confectionery,M&M,28g,121.13,11,Mars Lanka (Private) Limited,38,114
LK-SNK-L3CHO,4794249363120,M&M Peanut 45g,Snacks & Confectionery,M&M,45g,144.93,331,Mars Lanka (Private) Limited,38,190
LK-SNK-FEJ2X,4792070015942,Snickers Chocolate Bar 50g,Snacks & Confectionery,Snickers,50g,225.66,224,Mars Lanka (Private) Limited,45,90
LK-SNK-USEXU,4798471391555,Mars Chocolate Bar 33g,Snacks & Confectionery,Mars,33g,145.71,326,Mars Lanka (Private) Limited,47,141
LK-SNK-PJVRN,4791586734255,KitKat Chocolate 38g,Snacks & Confectionery,KitKat,38g,138.77,198,Nestle Lanka PLC,44,88
LK-SNK-ITL8N,4791837606447,Ferrero Rocher Chocolate 62.5g,Snacks & Confectionery,Ferrero Rocher,62.5g,348.23,180,Ferrero Trading Lanka,30,90
LK-SNK-2JC2R,4796561248154,Toblerone Milk Chocolate 200g,Snacks & Confectionery,Toblerone,200g,581.94,11,Mondelez Lanka (Private) Limited,34,170
LK-TEA-PXAHK,4799112382963,Dilmah Tea Bags 50s,Tea & Coffee,Dilmah,50s,534.95,854,Dilmah Ceylon Tea Company PLC,28,112
LK-TEA-DNON4,4799300893172,Dilmah Tea Leaf Premium 200g,Tea & Coffee,Dilmah,200g,499.89,537,Dilmah Ceylon Tea Company PLC,36,180
LK-TEA-EZP7Q,4797133344762,Dilmah Tea Strong 100g,Tea & Coffee,Dilmah,100g,262.03,979,Dilmah Ceylon Tea Company PLC,33,99
LK-TEA-IQIUX,4791072563666,Dilmah Tea Earl Grey 125g,Tea & Coffee,Dilmah,125g,454.98,462,Dilmah Ceylon Tea Company PLC,25,50
LK-TEA-8V0BJ,4799646528097,Dilmah Tea English Breakfast 125g,Tea & Coffee,Dilmah,125g,336.4,869,Dilmah Ceylon Tea Company PLC,38,114
LK-TEA-L9R9K,4795644948561,Dilmah Tea Green Pure Ceylon 75g,Tea & Coffee,Dilmah,75g,324.79,868,Dilmah Ceylon Tea Company PLC,41,205
LK-TEA-JZP97,4790758777120,Lipton Ceylonta Black Tea Bags 50s,Tea & Coffee,Lipton,50s,371.08,655,Unilever Sri Lanka Limited,29,116
LK-TEA-1G7IR,4791504165918,Lipton Ceylonta Black Tea 500g,Tea & Coffee,Lipton,500g,1627.01,448,Unilever Sri Lanka Limited,46,230
LK-TEA-8X8L0,4799230450186,Lipton Pure Green Tea Bag 26g,Tea & Coffee,Lipton,26g,354.93,773,Unilever Sri Lanka Limited,29,87
LK-TEA-NOX8F,4794764925155,Zesta Tea 250g,Tea & Coffee,Zesta,250g,750.88,762,Akbar Brothers (Private) Limited,32,160
LK-TEA-WDS9Y,4792788147614,Zesta Green Tea 25s,Tea & Coffee,Zesta,25s,326.96,517,Akbar Brothers (Private) Limited,45,180
LK-TEA-CBDPD,4799454918011,Watawala Tea 1kg,Tea & Coffee,Watawala,1kg,3099.93,551,Sunshine Holdings PLC,25,50
LK-TEA-1Q3M7,4792321941686,Watawala Green Tea 20s,Tea & Coffee,Watawala,20s,193.99,378,Sunshine Holdings PLC,44,220
LK-TEA-0K3WY,4796412203103,Maliban Tea 400g,Tea & Coffee,Maliban,400g,1280.56,392,Maliban Biscuit Manufactories (Private) Limited,39,117
LK-TEA-D1FPE,4792777079339,Nescafe Classic 50g,Tea & Coffee,Nescafe,50g,168.62,766,Nestle Lanka PLC,34,68
LK-TEA-0VTKR,4797899730809,Nescafe Gold 100g,Tea & Coffee,Nescafe,100g,324.18,430,Nestle Lanka PLC,44,220
LK-TEA-QPF0Q,4797383959723,Nescafe Gold Espresso 100g,Tea & Coffee,Nescafe,100g,422.41,764,Nestle Lanka PLC,45,180
LK-TEA-K0YEH,4799716743382,Harischandra Coffee 200g,Tea & Coffee,Harischandra,200g,443.54,632,Harischandra Mills PLC,45,135
LK-HOU-PWEIJ,4795508428918,Sunlight Washing Powder 500g,Household & Cleaning,Sunlight,500g,462.27,1626,Unilever Sri Lanka Limited,24,48
LK-HOU-BDW56,4792478712559,Sunlight Soap Yellow 360g,Household & Cleaning,Sunlight,360g,413.27,381,Unilever Sri Lanka Limited,18,36
LK-HOU-DN1MX,4792863266674,Sunlight Dishwash Liquid 1.5L,Household & Cleaning,Sunlight,1.5L,1407.71,1470,Unilever Sri Lanka Limited,19,57
LK-HOU-MO1PO,4790290846681,Surf Excel Washing Powder Extra Clean 500g,Household & Cleaning,Surf Excel,500g,501.31,1372,Unilever Sri Lanka Limited,12,48
LK-HOU-X5WWP,4795634108562,Surf Excel Matic Washing Powder 1kg,Household & Cleaning,Surf Excel,1kg,883.1,988,Unilever Sri Lanka Limited,20,80
LK-HOU-FB2VI,4794681054853,Rin Washing Powder 1kg,Household & Cleaning,Rin,1kg,608.6,985,Unilever Sri Lanka Limited,16,32
LK-HOU-Z7X4I,4794492683150,Diva Detergent Powder 400g,Household & Cleaning,Diva,400g,358.64,1469,Hemas Consumer Brands,13,39
LK-HOU-5RQNS,4799886497672,Diva Liquid Detergent 1L,Household & Cleaning,Diva,1L,886.44,1583,Hemas Consumer Brands,14,42
LK-HOU-EHR07,4795196115947,Vim Dishwash Bar 200g,Household & Cleaning,Vim,200g,141.87,1490,Unilever Sri Lanka Limited,17,68
LK-HOU-B66H3,4797018510671,Vim Dishwash Liquid 500ml,Household & Cleaning,Vim,500ml,497.93,1421,Unilever Sri Lanka Limited,19,57
LK-HOU-Q5L2X,4796636580745,Harpic Toilet Bowl Cleaner 500ml,Household & Cleaning,Harpic,500ml,518.04,780,Reckitt Benckiser Lanka Limited,22,88
LK-HOU-T18S1,4798018204331,Harpic Bathroom Cleaner 500ml,Household & Cleaning,Harpic,500ml,568.77,1639,Reckitt Benckiser Lanka Limited,24,96
LK-HOU-PO4LJ,4791182422419,Domex Toilet Cleaner 500ml,Household & Cleaning,Domex,500ml,382.31,1076,Unilever Sri Lanka Limited,21,84
LK-HOU-F6J76,4790339937882,Dettol Antiseptic Liquid 1L,Household & Cleaning,Dettol,1L,767.04,854,Reckitt Benckiser Lanka Limited,19,95
LK-HOU-TVD1X,4792496718328,Dettol Hand Wash 200ml,Household & Cleaning,Dettol,200ml,264.7,1232,Reckitt Benckiser Lanka Limited,18,90
LK-HOU-XGC7J,4794653984027,Mortein Mosquito Coil 10s,Household & Cleaning,Mortein,10s,205.88,1345,Reckitt Benckiser Lanka Limited,18,36
LK-HOU-V8LYM,4794743553799,Mortein Vaporiser Refill 45 Nights,Household & Cleaning,Mortein,45 Nights,494.42,1003,Reckitt Benckiser Lanka Limited,12,60
LK-HOU-Z1T2X,4791807156958,Comfort Fabric Conditioner 860ml,Household & Cleaning,Comfort,860ml,687.58,747,Unilever Sri Lanka Limited,19,76
LK-HOU-YZG3W,4793375047935,Sunlight Washing Powder 500g,Household & Cleaning,Sunlight,500g,298.94,1541,Unilever Sri Lanka Limited,16,80
LK-HOU-VGV0E,4799384308944,Sunlight Soap Yellow 360g,Household & Cleaning,Sunlight,360g,388.28,366,Unilever Sri Lanka Limited,22,44
LK-HOU-ESRSB,4793046875065,Sunlight Dishwash Liquid 1.5L,Household & Cleaning,Sunlight,1.5L,1005.73,781,Unilever Sri Lanka Limited,15,75
LK-HOU-CWBPA,4795431735053,Surf Excel Washing Powder Extra Clean 500g,Household & Cleaning,Surf Excel,500g,418.65,879,Unilever Sri Lanka Limited,21,105
LK-HOU-7N6Y2,4790704961108,Surf Excel Matic Washing Powder 1kg,Household & Cleaning,Surf Excel,1kg,807.39,1511,Unilever Sri Lanka Limited,13,65
LK-HOU-N25WM,4790785931106,Rin Washing Powder 1kg,Household & Cleaning,Rin,1kg,823.79,1126,Unilever Sri Lanka Limited,14,56
LK-HOU-EBEVS,4795498227492,Diva Detergent Powder 400g,Household & Cleaning,Diva,400g,327.31,746,Hemas Consumer Brands,21,63
LK-HOU-M9XHC,4793779599597,Diva Liquid Detergent 1L,Household & Cleaning,Diva,1L,733.48,944,Hemas Consumer Brands,24,48
LK-HOU-QHR13,4796362050154,Vim Dishwash Bar 200g,Household & Cleaning,Vim,200g,140.89,1325,Unilever Sri Lanka Limited,15,60
LK-HOU-5ZMTG,4790241026155,Vim Dishwash Liquid 500ml,Household & Cleaning,Vim,500ml,598.14,1221,Unilever Sri Lanka Limited,24,96
LK-HOU-5CF72,4793865596301,Harpic Toilet Bowl Cleaner 500ml,Household & Cleaning,Harpic,500ml,550.38,1332,Reckitt Benckiser Lanka Limited,17,51
LK-HOU-5HCQX,4791286857872,Harpic Bathroom Cleaner 500ml,Household & Cleaning,Harpic,500ml,389.15,1806,Reckitt Benckiser Lanka Limited,19,95
LK-PER-BHH5O,4794669254817,Signal Toothpaste Strong Teeth 70g,Personal Care,Signal,70g,140.82,820,Unilever Sri Lanka Limited,23,69
LK-PER-QO2LN,4792734151481,Signal Toothpaste Charcoal White 120g,Personal Care,Signal,120g,297.67,648,Unilever Sri Lanka Limited,15,30
LK-PER-LK3YJ,4799284044560,Closeup Red Hot Toothpaste 40g,Personal Care,Closeup,40g,164.29,1036,Unilever Sri Lanka Limited,27,81
LK-PER-IVTQ3,4795153663771,Closeup Lemon Splash 120g,Personal Care,Closeup,120g,355.11,507,Unilever Sri Lanka Limited,16,64
LK-PER-IP11Y,4794590902252,Colgate Toothpaste Total 120g,Personal Care,Colgate,120g,307.03,987,Colgate-Palmolive Lanka (Private) Limited,24,120
LK-PER-DUQ6D,4791820970234,Colgate Toothpaste Max Fresh 150g,Personal Care,Colgate,150g,310.18,655,Colgate-Palmolive Lanka (Private) Limited,19,76
LK-PER-G4OFD,4798671632342,Sensodyne Toothpaste Rapid Relief 75g,Personal Care,Sensodyne,75g,213.04,851,GlaxoSmithKline Consumer Healthcare Lanka,31,124
LK-PER-AFCO3,4798597779015,Sunsilk Shampoo Black Shine 340ml,Personal Care,Sunsilk,340ml,709.36,832,Unilever Sri Lanka Limited,34,136
LK-PER-GWPNX,4799160324847,Sunsilk Shampoo Thick & Long 180ml,Personal Care,Sunsilk,180ml,478.44,587,Unilever Sri Lanka Limited,25,50
LK-PER-QJSQC,4797656360041,Sunsilk Shampoo Smooth Nourish 180ml,Personal Care,Sunsilk,180ml,361.94,699,Unilever Sri Lanka Limited,35,175
